name;stereotype;number;description;inferred_stereotype
EvacuationOrganization;subkind;109;An organization responsible for carrying out evacuations.;subkind
EvacuationRegistration;kind;109;The process of registering people who are being evacuated.;kind
Evaluate CR;phase;30;To assess the merits, risks, and implications of a Change Request.;event
Evaluated Artifact;role;98;An artifact that has undergone or is undergoing evaluation.;roleMixin
Evaluated Process;role;98;A process that has undergone or is undergoing evaluation.;roleMixin
EvaluatedHighWaterProtectionMeasure;phase;109;A high water protection measure that has undergone assessment.;subkind
Evaluation Checklist;collective;49;A list of criteria or questions used to guide an evaluation.;kind
Evaluation Criteria;kind;49;A set of standards or benchmarks used to assess or judge something.;kind
Evaluation Find;category;49;A specific finding or observation made during an evaluation or assessment.;kind
Evaluation Report;subkind;98;A document summarizing the findings of an evaluation.;kind
Event;UFO-B;22;An occurrence or happening that has a specific time and place.;event
Event Plan;relator;122;A detailed plan for an event.;kind
Event Plan Category;subkind;122;A category or classification of event plans.;kind
Event Series;subkind;122;A group of related events that occur over a period of time.;kind
Event Series Category;subkind;122;A category or classification of event series.;kind
Event Type;type;0;A type or category of event.;type
EventFlow;mode;40;The flow of events within a system, often represented as a sequence or timeline.;situation
Evento;kind;102;A significant occurrence or happening, especially one planned or organized.;kind
Eventual Passenger Rail Chartered Service;relator;133;A future service involving the chartering of passenger rail transport.;kind
EvilPerson;subkind;51;A person who is characterized by evil intentions or actions.;role
Ex-companheiro;role;81;;None
Exasperation;subkind;7;A feeling of intense irritation and frustration, often caused by repeated failures or obstacles.;subkind
Exchange Power;mode;41;The ability of an entity to exchange one asset for another.;quality
Exchange Power in Currency;mode;41;The exchange power of a particular currency.;subkind
Exchange Power in VC;mode;41;The exchange power of a specific virtual currency.;subkind
Excitement;subkind;7;A heightened emotional state of enthusiasm and anticipation, often generated by unexpected events or intense gameplay.;subkind
Execucão Despesa;relator;100;The execution or carrying out of an expense.;phase
Execucão sem Contrato;relator;100;Execution of a project or service without a formal contract.;subkind
Executable File;role;128;A file that contains a program that can be run by a computer.;subkind
Executor;role;93;The entity or actor responsible for carrying out the steps of a process or executing a transaction.;role
Execução de Serviço;relator;81;;None
Execução de Serviço em Rodovia;relator;81;;None
Execução de Serviço em Rodovia Programado;relator;81;;None
Exercise(ci);kind;116;;None
Exercício Social;relator;81;A fiscal year.;kind
Exeucão com Contrato;relator;100;Execution of a project or service based on a contract.;subkind
Expedidor;roleMixin;81;;None
Expense Account;subkind;114;An account tracking expenses incurred by an organization.;kind
Experience Levels;enumeration;16;Different degrees of knowledge, skill, and practical exposure gained in a specific area or activity, often categorized into levels (e.g., beginner, intermediate, expert).;subkind
Experience Risk Assesment;subkind;0;The assessment of risk based on experience.;subkind
Experience Risk Assessment;subkind;4;The evaluation of risk based on past experiences or observations.;subkind
Experience Value Asc.;subkind;4;The ascription of value based on experience.;subkind
Experiment;kind;88;A scientific procedure undertaken to test a hypothesis or demonstrate a known fact.;kind
Experimental;mode;88;Relating to or based on experiment.;subkind
Expired Driver's License;phase;96;A driver's license that is no longer valid.;phase
Explained Attribute Key;subkind;13;An attribute key accompanied by clear and concise definitions or explanations to ensure proper understanding and interpretation.;subkind
Explicability Requirement;category;78;A requirement for something to be understandable or justifiable.;subkind
Exploração Utilidades;relator;81;;None
Exploração da Faixa de Domínio com Receita;relator;81;The commercial exploitation of the right-of-way with revenue generation.;kind
Exploração de Acesso;relator;81;The commercial exploitation of access to a location or service.;kind
Exploração de FD com Projeto de Engenharia;relator;81;;None
Exploração de Faixa de Domínio;relator;81;;None
Exploração de Faixa de Domínio Especial;relator;81;;None
Exploração de Faixa de Domínio sem Receita;relator;81;;None
Exploração de Publicidade;relator;81;;None
ExploreOptions;event;92;The process of exploring different options.;event
Expression;kind;7;The way a brand communicates and interacts with its audience, including tone of voice, visual style, and messaging.;mode
Extendable Class;subkind;108;A class designed and implemented in a way that allows other classes to inherit from it (i.e., to be its subclasses).;subkind
Extensibility;roleMixin;120;The ability of a system to be easily expanded or modified to accommodate new features or requirements.;quality
Extented Car Rental Agreement;phase;96;A car rental agreement that has been lengthened beyond its original terms.;phase
External Actor;subkind;93;An entity outside the direct control of a system but interacts with it, potentially influencing its behavior or outcomes.;role
External Data Type;subkind;131;A data type used in programming languages or external systems that interact with the database.;subkind
External stekaholders;collective;126;;None
Extinct Species;phase;124;;None
ExtinctOrganization;phase;46;An organization that no longer exists.;phaseMixin
Extinção da Concessão Indenizável;relator;81;The termination of a concession agreement with compensation paid to the concessionaire.;event
Extinção da Concessão Não Indenizável;relator;81;;None
Extinção de Concessão;relator;81;;None
Extreme;role;51;"The furthest or highest degree of something; the extreme limit of something.";quality
Extrinsic Attribute Value;subkind;13;A data value that is not inherent to the entity itself but is derived from its relationships or interactions with external factors.;subkind
FI Monetary Credit;quality;41;Monetary credit held by a financial institution.;subkind
FI Monetary Debt;quality;41;Monetary debt held by a financial institution.;subkind
FT Sk Output - Sk AP Binded;role;107;This phrase is unclear without further context. It might be describing a specific output from a flow termination component that is connected to a Sink application part binding. More information is needed to provide a precise description and stereotype.;None
FT So Input - So AP Binded;role;107;;None
Fact;kind;93;A statement or piece of information that is considered to be true or valid.;kind
Faculty;kind;117;The teaching staff of a university or college, or a part of it.;collective
Failed Responsibility To Promote;subkind;63;A situation where a duty-bearer fails to take appropriate steps to create an enabling environment for the realization of human rights.;situation
Failed Responsibility To Protect;subkind;63;;None
Failed Responsibility To Respect;subkind;63;;None
Failed Tender;role;71;A tender that was unsuccessful or did not meet requirements.;roleMixin
Faithful;phase;47;A customer who demonstrates unwavering loyalty and trust in a brand.;quality
Faixa Lateral;kind;81;;None
Faixa de Acostamento;subkind;81;;None
Faixa de Domínio;kind;81;;None
Faixa de Domínio Ideal;phase;81;;None
Faixa de Domínio Utilizada;role;81;;None
Faixa de Domínio com Defeito;phase;81;A right-of-way with a defect.;kind
Faixa de Refúgio;subkind;81;;None
Faixa de Rolamento;kind;81;;None
Falência da Concessionária;relator;81;;None
Familiar Society;subkind;70;A type of society characterized by close kinship ties and shared traditions.;subkind
Family;collective;28;A taxonomic rank in biological classification.;kind
