Entity Class;kind;An 'Entity Class' usually represents a class in object-oriented programming that corresponds to a real-world entity or concept. Given that it acts as a blueprint for creating objects representing those entities, it's fitting to classify 'Entity Class' as a 'kind' in OntoUML.
Single Table Inheritance Mapping;relator;'Single Table Inheritance Mapping' represents a specific strategy for mapping inheritance relationships to a database. As a mapping technique, it connects classes to database tables, aligning with the 'relator' stereotype.
Many to Many Relationship Mapping;relator;Similar to other relationship mapping types, 'Many to Many Relationship Mapping' refers to representing relationships where multiple instances of one entity can be associated with multiple instances of another entity.  Its role in connecting entities based on a relationship makes it a 'relator' in OntoUML.
Column;mode;In the context of databases, a 'Column' represents a specific attribute or characteristic of the entities stored in a table. It defines what type of data can be stored in that column.  Given that it represents a particularized property, it aligns with the 'mode' stereotype in OntoUML.
Mapped Primary Key;mode;A 'Mapped Primary Key' likely refers to a primary key column that has been mapped to another entity or element. This mapping is a specific characteristic of the primary key itself, making it suitable to be categorized as a 'mode' in OntoUML.
Primary Key Mapping;relator;'Primary Key Mapping' suggests a connection or association established between a primary key and another element. This connection is central to database relationships, making 'Primary Key Mapping' a 'relator' in OntoUML.
Nullability;mode;In database design, 'Nullability' is an attribute of a column that determines whether it can contain NULL values or not. It's a characteristic of the column itself, making it suitable to be categorized as a 'mode' in OntoUML.
Class Mapping;relator;'Class Mapping' broadly refers to the process of creating a correspondence between classes and other elements. Given its role in connecting classes to other elements, 'Class Mapping' can be classified as a 'relator' in OntoUML.
Foreign Key Mapping;relator;Similar to 'Primary Key Mapping,' 'Foreign Key Mapping' denotes the connection established between a foreign key column and a primary key column in another table. This relationship is fundamental to database integrity, hence classifying 'Foreign Key Mapping' as a 'relator' in OntoUML.
Foreign Key Column;mode;A 'Foreign Key Column' is a column that creates a link between two tables by referencing the primary key of another table. It represents a specific attribute of a table and how it relates to another table, making it a 'mode' in OntoUML.
